LotFrontage,LotArea,Street,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,FinalBid,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,YrSold,MSSubClass,MSZoning,Alley,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,GarageFinish,Fence,MiscFeature,MoSold,SaleType,SaleCondition,SalePrice
70.0,9842,2,4,4,3,7,5,1962,1962,0.0,3,3,0,88670.73112428951,0,0,0,0,0,0,0,0,3,1224,0,0,1224,0,0,2,0,2,2,3,6,8,0,0,1962.0,2,462,3,3,2,0,0,0,0,0,0,0,0,2007,SC90,RL,None,Lvl,FR2,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,None,Slab,GasA,Y,SBrkr,CarPort,Unf,No,No,Mar,WD,Normal,101800
101.0,9150,2,3,4,3,5,5,1962,1962,305.0,3,3,4,177456.39590495013,3,3,6,371,1,0,728,1099,4,1431,0,0,1431,0,1,1,0,3,1,3,6,8,1,4,1962.0,1,296,3,3,2,64,110,0,0,0,0,0,0,2008,SC80,RL,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,SLvl,Gable,Tar&Grv,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Basment,RFn,No,No,Dec,WD,Normal,165000
44.0,3842,2,3,4,2,3,5,2004,2005,174.0,4,3,5,261191.731040529,3,3,6,1373,1,0,221,1594,5,1646,0,0,1646,1,1,2,0,2,1,4,5,8,1,4,2004.0,2,482,3,3,2,128,53,0,0,155,0,0,0,2008,SC120,RM,None,HLS,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Jan,WD,Normal,275000
43.0,12118,2,3,4,3,4,5,2004,2005,108.0,4,3,5,291673.7368006311,3,1,1,0,1,0,1710,1710,5,1710,0,0,1710,0,0,2,0,3,1,4,7,8,1,4,2004.0,2,550,3,3,2,100,48,0,0,180,0,0,0,2009,SC20,RL,None,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Apr,WD,Normal,240000
96.0,12474,2,4,4,3,1,5,2007,2008,272.0,5,3,5,389356.24825098005,3,2,6,1280,1,0,402,1682,5,1742,590,0,2332,1,0,2,1,3,1,5,9,8,1,5,2008.0,3,846,3,3,2,196,134,0,0,0,0,0,0,2008,SC60,RL,None,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,BuiltIn,Fin,No,No,Aug,New,Partial,426000
98.0,12203,2,3,4,3,3,5,1998,1999,975.0,4,3,4,432022.96610219625,3,0,6,854,1,0,371,1225,5,1276,1336,0,2612,1,0,2,1,4,1,4,8,8,1,3,1998.0,3,676,3,3,2,250,0,0,0,0,0,0,0,2009,SC60,RL,None,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Jul,WD,Normal,336000
60.0,10800,2,4,4,3,6,5,1987,1988,0.0,3,3,4,188972.3589251302,4,3,6,1200,1,0,0,1200,3,1200,0,0,1200,3,0,3,0,3,1,3,5,8,0,0,1980.0,0,0,0,0,2,120,0,0,0,0,0,0,0,2009,SC90,RL,None,Lvl,Inside,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,No,No,No,No,Mar,WD,Alloca,179000
100.0,25000,2,4,4,3,6,4,1967,1967,0.0,3,3,3,151680.41492819917,3,2,1,0,1,0,1632,1632,3,1632,0,0,1632,0,0,2,0,4,2,3,8,8,0,0,1967.0,2,576,3,3,1,0,0,0,0,0,0,0,0,2007,SC90,RL,None,Low,Inside,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,No,No,Jun,WD,Normal,143000
67.0,8777,2,4,4,3,6,7,1910,1950,0.0,3,3,2,96590.00032523104,3,0,1,0,1,0,796,796,4,796,0,0,796,0,0,1,0,2,1,3,4,8,0,0,1980.0,0,0,0,0,1,328,0,164,0,0,0,0,0,2008,SC30,RL,None,Lvl,Inside,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,MetalSd,Wd Sdng,None,CBlock,GasA,Y,FuseA,No,No,MnPrv,No,May,WD,Normal,85000
105.0,15431,2,4,4,3,1,5,2008,2008,200.0,5,3,5,444007.7936880774,3,3,6,1767,5,539,788,3094,5,2402,0,0,2402,1,0,2,0,2,1,5,10,8,2,4,2008.0,3,672,3,3,2,0,72,0,0,170,0,0,0,2009,SC20,RL,None,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Apr,WD,Normal,555000
0.0,21000,2,4,4,3,5,5,1953,1953,184.0,3,4,4,241820.79532791156,3,1,5,35,3,869,905,1809,3,2259,0,0,2259,1,0,2,0,3,1,4,7,8,2,4,1953.0,2,450,3,3,2,166,120,192,0,0,0,0,0,2007,SC20,RL,None,Bnk,Corner,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Basment,Unf,MnPrv,No,Oct,COD,Abnorml,217000
66.0,16226,2,1,4,3,3,5,1998,1999,0.0,4,3,4,221358.8248522142,3,0,6,281,1,0,747,1028,5,1210,1242,0,2452,0,0,2,1,4,1,4,9,8,1,3,1998.0,2,683,3,3,2,208,50,0,0,0,0,0,0,2007,SC60,RL,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Fin,No,No,May,WD,Normal,267000
88.0,11782,2,3,4,3,6,7,1961,1995,0.0,3,3,3,139111.44675834643,3,2,5,899,1,0,210,1109,3,1155,0,0,1155,1,0,1,0,3,1,4,6,6,0,0,1987.0,2,576,3,3,2,192,0,0,0,0,0,0,400,2010,SC85,RL,None,Lvl,Inside,Sawyer,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,MnPrv,Shed,Jun,WD,Normal,148000
85.0,14191,2,4,4,3,3,5,2002,2002,0.0,4,3,4,165131.3616094546,3,0,1,0,1,0,967,967,5,993,915,0,1908,0,0,2,1,4,1,4,9,8,0,0,2002.0,2,431,3,3,2,135,0,0,0,0,0,0,0,2010,SC60,RL,None,Lvl,Inside,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Apr,WD,Normal,202900
128.0,12160,2,4,4,3,5,4,1953,1953,90.0,3,3,3,152527.50558179594,3,0,4,1024,1,0,481,1505,5,1505,0,0,1505,1,0,1,0,2,1,3,6,8,1,3,1953.0,2,505,3,3,2,0,0,0,162,0,0,0,0,2009,SC20,RL,None,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,No,No,Feb,WD,Normal,149500
0.0,10395,2,3,4,3,5,6,1978,1978,233.0,3,3,4,128925.47711424847,3,2,5,605,1,0,427,1032,3,1032,0,0,1032,0,1,2,0,3,1,3,6,8,1,3,1978.0,2,564,3,3,2,0,0,0,0,0,0,0,500,2007,SC80,RL,None,Lvl,FR2,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Unf,MnPrv,Shed,Jul,WD,Normal,148000
70.0,11767,2,4,4,3,6,6,1946,1995,0.0,3,3,3,127865.37432152916,3,0,4,352,1,0,416,768,5,768,432,0,1200,0,0,1,0,3,1,3,6,8,0,0,1946.0,1,240,3,3,2,0,0,0,0,0,0,0,0,2008,SC50,RL,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,No,No,May,WD,Normal,130500
60.0,5586,2,3,4,3,5,7,1920,1998,0.0,3,3,3,78080.07015344388,3,0,1,0,1,0,901,901,4,1088,110,0,1198,0,0,1,0,4,1,3,7,8,0,0,1980.0,0,0,0,0,0,0,98,0,0,0,0,0,0,2008,SC50,RM,None,Bnk,Inside,OldTown,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,No,No,MnPrv,No,Sep,ConLD,Abnorml,79900
48.0,17043,2,3,4,3,5,5,1979,1998,0.0,3,4,4,143452.34885880625,2,0,1,0,1,0,1362,1362,3,1586,0,0,1586,0,0,2,0,3,1,3,7,8,1,3,1979.0,2,435,3,3,2,192,0,0,0,0,0,0,0,2009,SC20,RL,None,Lvl,CulDSac,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,No,No,Jan,WD,Normal,181000
21.0,1680,2,4,4,3,5,5,1972,1972,297.0,3,3,3,100481.10558727135,3,0,1,0,1,0,483,483,3,483,504,0,987,0,0,1,1,2,1,3,5,8,1,1,1972.0,1,288,3,3,2,0,0,0,0,0,0,0,0,2006,SC160,RM,None,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Unf,No,No,Jun,WD,Normal,94500
70.0,7535,2,3,4,3,6,7,1958,1985,0.0,3,3,3,100429.04737798711,3,0,4,111,2,279,522,912,2,912,0,0,912,0,1,1,0,2,1,3,5,8,0,0,1958.0,1,297,3,3,2,12,285,0,0,0,0,0,480,2007,SC20,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,Fin,MnWw,Shed,Jun,WD,Normal,120000
107.0,10615,2,3,4,2,8,5,1900,1970,0.0,3,3,2,80274.8678891846,3,1,4,440,1,0,538,978,3,1014,685,0,1699,1,0,2,0,3,2,3,7,8,0,0,1920.0,2,420,2,2,2,0,74,0,0,0,0,0,0,2009,SC190,RL,None,Bnk,Corner,OldTown,Artery,Artery,2fmCon,2Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,CarPort,Unf,No,No,Aug,WD,Abnorml,95000
60.0,9000,2,4,4,3,7,6,1971,1971,0.0,3,3,3,111762.71076762615,3,0,5,616,1,0,248,864,3,864,0,0,864,0,0,1,0,3,1,3,5,8,0,0,1974.0,2,528,3,3,2,0,0,0,0,0,0,0,0,2007,SC20,RL,None,Lvl,FR2,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Detchd,Unf,GdWo,No,May,WD,Normal,120500
62.0,7917,2,4,4,3,5,5,1999,2000,0.0,3,3,4,191544.74556357102,3,0,1,0,1,0,953,953,5,953,694,0,1647,0,0,2,1,3,1,3,7,8,1,3,1999.0,2,460,3,3,2,0,40,0,0,0,0,0,0,2007,SC60,RL,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Aug,WD,Normal,175000
85.0,10200,2,4,4,3,6,7,1954,2003,104.0,3,3,3,161422.84793482936,3,0,5,320,4,362,404,1086,4,1086,0,0,1086,1,0,1,0,3,1,3,6,8,0,0,1989.0,2,490,3,3,2,0,0,0,0,0,0,0,0,2010,SC20,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Unf,GdWo,No,May,WD,Normal,144900
67.0,12354,2,4,4,3,5,8,1920,2000,0.0,3,3,3,134912.65818342604,2,1,1,0,1,0,684,684,4,684,512,0,1196,0,0,1,0,3,1,4,7,8,0,0,2005.0,2,528,3,3,2,0,46,0,0,0,0,0,800,2009,SC50,RL,1,Lvl,Corner,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,Detchd,Unf,GdPrv,Shed,Aug,ConLI,Normal,110000
70.0,8750,2,4,4,3,4,5,1996,1996,0.0,4,3,4,144725.46696181537,3,0,1,0,1,0,880,880,5,909,807,0,1716,0,0,2,1,2,1,4,7,8,1,3,1996.0,2,512,3,3,2,0,120,0,0,0,0,0,0,2009,SC60,RL,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Jul,WD,Normal,191000
0.0,7162,2,3,4,3,6,7,1966,1966,41.0,3,3,3,124624.85922129726,3,0,1,0,1,0,876,876,3,904,0,0,904,0,0,1,0,3,1,3,6,8,0,0,1966.0,1,408,3,3,2,0,0,0,0,0,0,0,0,2008,SC20,RL,None,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkCmn,PConc,GasA,Y,SBrkr,Attchd,Unf,MnPrv,No,Dec,WD,Abnorml,109900
65.0,8200,2,4,4,3,4,5,2003,2004,0.0,4,3,4,184950.11865072508,3,0,1,0,1,0,847,847,5,847,1081,0,1928,0,0,2,1,4,1,4,8,8,1,4,2003.0,2,434,3,3,2,100,48,0,0,0,0,0,0,2007,SC60,RL,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Fin,No,No,Jul,WD,Normal,219500
0.0,16669,2,3,4,3,3,6,1981,1981,653.0,4,3,4,229100.3055077363,3,0,1,0,1,0,1686,1686,3,1707,0,0,1707,0,0,2,1,2,1,3,6,8,1,3,1981.0,2,511,3,3,2,574,64,0,0,0,0,0,0,2006,SC20,RL,None,Lvl,Corner,Timber,Norm,Norm,1Fam,1Story,Hip,WdShake,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,No,No,Jan,WD,Normal,228000
30.0,3000,2,4,4,3,5,5,2009,2009,76.0,4,3,4,191843.45704953358,3,2,6,294,1,0,318,612,5,612,612,0,1224,0,0,2,1,2,1,4,4,8,0,0,2009.0,2,528,3,3,2,0,234,0,0,0,0,0,0,2009,SC160,FV,2,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Detchd,RFn,No,No,Jun,New,Partial,173733
43.0,7052,2,3,4,3,4,5,2005,2005,240.0,4,3,4,184072.51986028574,3,2,6,659,1,0,705,1364,5,1364,0,0,1364,1,0,2,0,2,1,4,6,8,1,4,2005.0,2,484,3,3,2,192,36,0,0,0,0,0,0,2006,SC120,RL,None,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Jun,WD,Normal,185850
46.0,20544,2,3,4,3,4,6,1986,1991,123.0,3,4,4,208558.1500113484,3,0,1,0,1,0,791,791,4,1236,857,0,2093,0,0,2,1,3,1,3,7,8,1,3,1986.0,2,542,3,3,2,364,63,0,0,0,0,0,0,2008,SC60,RL,None,Lvl,CulDSac,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Fin,MnPrv,No,Nov,WD,Normal,215000
50.0,9000,2,4,4,3,6,6,1880,1991,0.0,3,3,2,132750.24686599287,2,0,1,0,1,0,636,636,3,1089,661,0,1750,0,0,1,0,3,1,5,8,8,0,0,1937.0,1,240,2,1,0,0,0,293,0,0,0,0,0,2006,SC70,RM,1,Lvl,Corner,OldTown,Artery,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Y,FuseA,Detchd,Unf,MnPrv,No,Jun,WD,Abnorml,124000
47.0,4608,2,4,4,3,7,6,1945,1950,0.0,3,4,3,77933.62752463539,3,0,1,0,1,0,747,747,3,747,0,0,747,0,0,1,0,2,1,3,4,8,0,0,1945.0,1,220,3,3,2,0,0,0,0,0,0,0,0,2010,SC30,RM,None,Lvl,Corner,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,No,No,Jun,WD,Normal,80000
0.0,6627,2,3,4,3,8,6,1949,1950,0.0,3,3,0,97618.60776615735,0,0,0,0,0,0,0,0,3,720,0,0,720,0,0,1,0,2,1,3,4,8,0,0,1955.0,1,287,3,2,2,0,0,0,0,0,0,0,0,2008,SC20,RL,None,Lvl,Corner,BrkSide,Feedr,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,CBlock,Floor,N,SBrkr,Detchd,Unf,No,No,Jul,WD,Normal,72500
24.0,2645,2,4,4,3,3,5,1999,2000,456.0,4,3,4,166583.55649103466,3,0,1,0,1,0,776,776,5,764,677,0,1441,0,0,2,1,2,1,4,5,8,0,0,1999.0,2,492,3,3,2,206,0,0,0,0,0,0,0,2007,SC160,FV,2,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Detchd,Unf,No,No,Nov,WD,Normal,174000
68.0,9571,2,4,4,3,6,6,1956,1956,0.0,3,3,3,164912.77422909174,3,2,4,739,1,0,405,1144,3,1144,0,0,1144,1,0,1,0,3,1,3,6,8,0,0,1956.0,1,596,3,3,2,44,0,0,0,0,0,0,0,2010,SC20,RL,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,No,No,Jun,WD,Normal,129000
85.0,9350,2,4,4,3,6,8,1965,1999,0.0,3,4,3,175020.05632216414,3,3,5,633,1,0,586,1219,4,1265,0,0,1265,0,1,2,0,3,1,4,6,8,1,4,1965.0,2,502,3,3,2,0,92,0,96,0,0,0,0,2008,SC80,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,BrkFace,BrkFace,None,PConc,GasA,Y,SBrkr,Attchd,RFn,MnPrv,No,Oct,WD,Normal,179900
73.0,8760,2,4,4,3,5,6,1959,1959,220.0,3,3,3,105086.29602467129,3,0,1,0,1,0,1194,1194,3,1194,0,0,1194,1,0,1,0,3,1,3,6,8,0,0,1959.0,1,312,3,3,2,0,0,120,0,0,0,0,0,2010,SC20,RL,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,No,No,Apr,WD,Normal,148000
50.0,9100,2,4,4,3,6,6,1930,1960,0.0,3,3,3,68876.72160500058,3,0,1,0,1,0,742,742,3,779,0,156,935,0,0,1,0,2,1,3,4,8,0,0,1988.0,1,308,3,3,1,0,0,0,0,0,0,0,600,2008,SC40,RM,None,Lvl,Inside,BrkSide,RRAn,Feedr,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Y,FuseA,Detchd,Unf,No,Shed,Aug,WD,Normal,79500
68.0,9179,2,3,4,3,4,5,1999,1999,158.0,4,3,4,100450.93209176676,3,0,6,633,1,0,240,873,5,882,908,0,1790,1,0,2,1,3,1,4,7,8,0,0,1999.0,2,588,3,3,2,0,88,0,0,0,0,0,0,2008,SC60,RL,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Jun,WD,Abnorml,193000
37.0,3316,2,3,4,3,3,5,2005,2005,0.0,4,3,4,191619.84133434718,3,0,6,1039,1,0,208,1247,5,1247,0,0,1247,1,0,1,1,1,1,4,4,8,1,4,2005.0,2,550,3,3,2,0,84,0,0,0,0,0,0,2006,SC120,FV,2,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Apr,WD,Normal,197000
62.0,9858,2,4,4,3,6,6,1968,1968,0.0,3,3,3,156878.9135452318,3,0,4,510,1,0,354,864,3,874,0,0,874,1,0,1,0,3,1,3,5,8,0,0,1968.0,1,288,3,3,2,33,0,0,0,0,0,0,600,2009,SC20,RL,None,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,RFn,GdWo,Shed,Nov,WD,Normal,130000
80.0,13360,2,3,4,3,6,7,1921,2006,0.0,3,4,4,180330.43526062995,3,0,5,713,1,0,163,876,5,964,0,0,964,1,0,1,0,2,1,3,5,8,0,0,1921.0,2,432,3,3,2,0,0,44,0,0,0,0,0,2009,SC30,RL,1,HLS,Inside,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,Detchd,Unf,No,No,Aug,WD,Normal,163500
0.0,7500,2,4,4,3,4,5,2000,2000,0.0,4,3,4,240871.23965747427,3,0,6,533,1,0,281,814,5,814,860,0,1674,1,0,2,1,3,1,4,7,8,0,0,2000.0,2,663,3,3,2,0,96,0,0,0,0,0,0,2010,SC60,FV,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Jan,WD,Normal,216000
106.0,11194,2,3,4,3,3,5,2000,2000,40.0,4,3,4,279910.0257494446,3,0,1,0,1,0,1406,1406,5,1454,482,0,1936,0,0,2,1,3,1,4,7,8,1,3,2000.0,2,504,3,3,2,188,124,0,0,0,0,0,0,2006,SC60,RL,None,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Nov,WD,Normal,230500
68.0,10769,2,3,4,3,3,5,2007,2007,0.0,4,3,4,187154.7014099681,3,2,6,20,1,0,846,866,5,866,902,0,1768,0,0,2,1,3,1,4,7,8,0,0,2007.0,2,578,3,3,2,144,105,0,0,0,0,0,0,2009,SC60,RL,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,No,No,Apr,WD,Normal,212000
0.0,8544,2,3,4,3,6,6,1966,2006,0.0,3,3,3,129159.15069137859,3,0,1,0,1,0,1228,1228,4,1228,0,0,1228,0,0,1,1,3,1,4,6,8,0,0,1966.0,1,271,3,3,2,0,65,0,0,0,0,0,0,2008,SC20,RL,None,Lvl,CulDSac,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,MnPrv,No,Jun,WD,Normal,149350
0.0,7750,2,4,4,3,4,5,2003,2003,0.0,4,3,4,177561.70326457274,3,0,1,0,1,0,660,660,5,660,660,0,1320,0,0,2,1,3,1,4,6,8,0,0,2003.0,2,400,3,3,2,0,48,0,0,0,0,0,0,2007,SC60,RL,None,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Aug,WD,Normal,162000
150.0,215245,2,1,4,1,4,5,1965,1965,0.0,3,3,4,398408.89234210644,3,3,5,1236,3,820,80,2136,3,2036,0,0,2036,2,0,2,0,3,1,3,8,8,2,4,1965.0,2,513,3,3,2,0,0,0,0,0,0,0,0,2009,SC20,RL,None,Low,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasW,Y,SBrkr,Attchd,RFn,No,No,Jun,WD,Normal,375000
80.0,9364,2,4,4,3,5,7,1969,1969,143.0,3,3,3,193145.1489195585,3,0,5,371,1,0,292,663,3,663,689,0,1352,0,0,1,1,4,1,3,7,8,0,0,1969.0,1,299,3,3,2,379,36,0,0,0,0,0,0,2010,SC60,RL,None,Lvl,Corner,Sawyer,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,Stone,CBlock,GasA,Y,SBrkr,Attchd,Fin,MnPrv,No,Mar,WD,Normal,158000
74.0,9612,2,4,4,3,3,5,2008,2009,72.0,4,3,4,207943.39131317093,3,0,1,0,1,0,1468,1468,5,1468,0,0,1468,0,0,2,0,3,1,4,6,8,1,4,2008.0,3,898,3,3,2,210,150,0,0,0,0,0,0,2009,SC20,RL,None,Lvl,Inside,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Fin,No,No,Dec,New,Partial,244600
0.0,8978,2,3,4,3,6,5,1968,1968,0.0,3,3,3,112754.5116465812,3,0,1,0,1,0,948,948,3,948,0,0,948,0,0,1,0,3,1,3,6,8,0,0,1968.0,1,300,3,3,2,147,0,0,0,0,0,0,0,2007,SC20,RL,None,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,PConc,GasA,Y,SBrkr,Attchd,Unf,No,No,May,WD,Family,108000
65.0,6040,2,4,4,3,7,5,1955,1955,0.0,3,3,0,67705.9969269866,0,0,0,0,0,0,0,0,3,1152,0,0,1152,0,0,2,0,2,2,2,6,8,0,0,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,SC90,RL,None,Lvl,Inside,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,AsbShng,Plywood,None,PConc,GasA,N,FuseP,No,No,No,No,Jun,WD,AdjLand,82000
0.0,14803,2,3,4,3,5,5,1971,1971,252.0,3,3,3,166675.07881851716,3,0,3,416,1,0,409,825,4,1097,896,0,1993,0,0,2,1,4,1,3,8,8,1,4,1971.0,2,495,3,3,2,0,66,0,0,0,0,0,0,2006,SC60,RL,None,Lvl,CulDSac,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,GdWo,No,Jun,WD,Normal,190000
